heart_rate
breath_rate
bodysign_val,81,81,75,75,75,75,75,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,75,75,75,75,75,75,75,75,75,81,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,81,81,81,75,75,75,75,75,75,75,75,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,87,87,87,87,87,87,87,87,87,75,87,87,87,87,87,75,75,75,75,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,81,75,75,75,75,75,81,81,81,81,81,75,75,75,75,75,81,81,81,81,81,81,81,75,75,75,81,81,81,81,81,75,75,75,75,75,75,75,75,75,81,81,81,81,81,75,75,75,75,75,87,87,87,87,87,87,87,87,87,68,68,68,68,68,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,68,68,68,68,68,68,68,68,68,75,75,75,75,75,75,81,81,81,81,81,75,75,75,75,75,81,81,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,68,68,68,68,68,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,87,87,87,87,87,75,75,75,75,75,75,75,75,68,68,68,68,68,75,75,75,75,75,75,75,75,75,75,6,6,6,75,75,75,75,75,75,75,12,12,12,12,12,6,6,6,6,6,6,6,6,6,25,25,25,25,25,25,6,6,6,6,6,6,6,6,6,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,68,68,68,68,68,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,81,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,81,81,81,81,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,75
distance
