static_val,134,134,134,134,134,134,134,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,204,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,242,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,144,194,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,226,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,210,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,108,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,168,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,156,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,117,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,136,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,166,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,157,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,121,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,163,170,170,170,170,170,170,170,170,170,170,16,170,170,170,170,170,170
time,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02
dis_static,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
time,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:00,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:01,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02,08/10 02:02
dynamic_val,247,178,244,241,111,250,188,250,168,162,238,237,109,244,194,194,237,228,183,189,76,76,236,188,219,219,224,215,183,183,153,195,210,200,187,234,104,82,231,197,175,233,250,159,159,145,231,231,231,250,211,134,221,240,240,148,148,185,219,219,137,127,127,250,239,206,233,223,214,109,247,196,208,244,241,128,168,242,212,165,244,244,181,181,189,189,133,141,189,231,209,233,233,170,219,220,250,250,138,216,234,232,209,250,211,135,218,218,195,218,193,250,243,161,250,189,193,244,244,162,162,148,241,239,239,95,201,139,235,191,100,115,197,208,205,233,198,198,239,110,223,223,245,134,220,217,241,179,195,181,101,101,250,231,218,154,154,214,236,236,182,183,238,89,248,201,157,155,159,220,172,241,249,220,231,154,159,225,221,192,210,81,212,174,238,238,223,223,169,218,243,250,106,183,211,211,229,146,138,201,226,226,142,121,219,242,159,103,240,234,237,225,202,250,206,211,211,176,125,125,239,241,236,179,236,250,146,238,238,238,119,119,82,232,172,233,203,203,250,48,234,168,168,245,229,247,193,250,180,229,249,226,194,125,225,212,227,227,242,211,211,209,209,219,199,123,190,232,214,214,235,250,247,247,237,238,191,169,216,216,229,240,174,134,176,176,206,85,94,231,250,208,242,106,124,233,198,132,220,220,237,240,232,169,117,222,221,250,99,220,220,178,228,238,211,232,185,194,203,216,230,191,236,192,154,219,219,237,199,212,133,183,222,214,218,214,239,118,237,201,197,167,200,197,220,214,196,167,203,198,198,201,201,193,189,210,185,160,189,83,200,224,206,245,119,119,246,246,220,198,249,249,159,214,220,193,235,235,250,250,171,128,224,248,238,95,219,245,213,198,202,195,112,125,245,244,244,248,191,191,235,234,224,81,137,188,197,230,205,155,245,190,118,228,203,223,97,174,250,250,203,218,213,198,250,121,183,231,226,239,247,126,243,157,85,216,216,163,238,237,246,246,135,224,245,214,238,244,84,83,213,236,57,95,250,213,129,223,243,233,239,203,142,211,200,233,101,247,212,202,202,192,192,194,158,166,198,192,241,248,242,221,221,228,237,171,211,211,128,250,240,228,172,172,212,108,244,196,223,172,176,230,230,222,250,250,245,180,228,228,159,218,75,225,225,221,237,127,236,195,217,217,214,201,120,192,192,226,201,147,250,250,245,236,59,238,160,113,221,237,199,94,107,207,190,250,250,112,136,136,191,196,233,227,105,155,227,250,124,246,190,190,244,196,214,245,250,94,250,237,177,249,247,138,100,110,201,201,242,242,224,224,214,234,248,129,158,230,241,241,134,134,224,219,176,169,213,194,236,236,93,76,248,250,229,180,144,210,210,209,250,245,119,235,235,202,236,200,83,147,248,242,194,235,116
