heart_rate,69,69,69,69,69,69,69,69,69,69,75,75,78,78,81,81,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,77,77,72,72,69,69,66,66,67,70,72,72,72,72,72,72,72,72,72,72,77,77,80,83,86,86,86,86,86,86,86,86,86,86,86,85,85,82,79,79,77,77,77,77,77,77,77,77,77,77,77,77,77,77,76,76,76,76,76,76,76,76,76,76,76,76,76,76,78,78,81,81,84,84,87,87,90,90,90,90,82,82,76,72,69,66,66,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,62,62,62,62,62,62,62,62,62,62,62,62,62,62,64,64,67,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,70,70,70,70,70,72,72,75,75,76,76,76,76,76,76,76,76,76,75,72,72,72,72,72,72,72,73,76,76,79,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,79,79,76,76,76,76,76,76,76,76,79
time, , , , , , , , , , , ,07/15 21:26, , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , ,07/15 21:27, , , , , , , , ,07/15 21:28, , , , , , , , , , ,07/15 21:28, , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , ,07/15 21:29, , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , ,07/15 21:32, , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , ,07/15 21:33, , , , , , , , , , , ,07/15 21:33
breath_rate,17,17,17,17,17,17,18,18,18,18,18,18,19,19,20,20,20,2,2,21,21,21,21,21,21,21,21,21,21,21,1,19,19,18,18,18,18,17,17,17,17,17,17,17,17,17,17,16,16,16,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,14,14,14,14,15,15,15,16,16,16,16,16,16,17,17,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,20,20,20,20,20,20,20,20,20,20,19,17,17,17,17,17,16,16,15,15,16,16,16,16,15,15,16,16,17,17,17,17,18,19,19,19,19,19,19,20,20,20,20,20,20,20,19,20,20,20,20,19,19,19,19,20,20,21,2,21,21,21,21,21,21,1,19,19,18,18,18,18,18,18,18,18,18,18,17,17,16,17,17,17,17,16,16,15,15,14,14,15,15,16,16,17,17,17,17,18,18,18,18,18,19,19,20,20,20,20,2,21,21,21,21,21,21,21,21,21,21,21,21,1,20,20,18,18,16,16,16,16,15,15,15,15
time, , , , , , , , , , ,07/15 21:26, , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , ,07/15 21:27, , , , , , , , , ,07/15 21:28, , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , ,07/15 21:29, , , , , , , , , , ,07/15 21:29, , , , , , , , ,07/15 21:30, , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , ,07/15 21:30, , , , , , , ,07/15 21:31, , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , ,07/15 21:31, , , , , , , , , , ,07/15 21:32, , , , , , , , , ,07/15 21:32, , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , ,07/15 21:33, , , , , , , , , , , , ,07/15 21:33
bodysign_val,8,10,26,11,13,25,46,51,15,19,17,100,8,100,17,74,17,21,7,15,32,24,48,28,9,23,20,11,10,30,23,38,20,4,9,6,22,9,61,12,34,23,58,28,10,9,7,11,1,4,5,3,2,1,3,6,18,9,5,5,4,11,4,13,17,22,41,31,13,20,28,14,15,45,49,25,16,21,25,52,40,43,26,13,27,30,29,48,68,60,17,12,55,9,21,49,14,47,32,48,35,45,9,24,14,18,41,23,37,39,34,6,8,6,18,13,27,28,25,64,10,18,28,6,9,31,12,28,30,20,37,60,12,14,76,8,14,33,21,100,16,26,36,26,100,71,5,100,15,77,24,5,13,34,6,19,15,15,7,49,17,3,23,7,32,7,21,11,10,36,8,6,4,39,26,33,7,20,27,66,14,23,7,8,2,9,17,16,5,70,4,64,11,8,20,58,23,17,9,30,32,9,36,95,6,2,10,2,5,18,16,17,13,16,13,53,15,15,29,35,16,3,90,13,25,15,22,2,3,1,8,11,14,22,4,66,13,47,39,6,51,2,2,2,49,5,32,15,14,11,21,19,30,39,61,10,25,24,13,18,24,8,15,25,78,25,51,9,9,7,8,5,40,13,20,11,33,10,8,10,42,15,16,15,6,17,14,17,4,8,6,100,8,13,17,8,7,8,16,10,41,18,5,11,81,3,8,13,13,41,30,34,27,17,67,23,20,14,5,72,35,6,4,32,13,15,21,18,14,20,18,21,32,11,4,8,29,30,22,42,28,21,22,16,32,13,15,14,1,2,73,8,12,20,6,34,49,4,1,8,7,4,6,7,15,15,59,100,16,13,11,16,94,100,41,31,29,13,8,12,65,35,13,29,11,21,30,26,16,24,100,39,26,24,22,53,12,63,20,100,18,19,14,7,22,16,19,71,100,55,95,15
time, , , , , , , , , , , , , , , , , , ,07/15 21:26, , , , , , , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , , , , , , , ,07/15 21:33, , , , , , , , , , , , , , , , , , , ,07/15 21:33
distance,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,66,66,66,66,66,66,66,66,66,66,66,66,66,42,42,42,42,42,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,42,42,42,42,42,42,42,42,42,42,42,48,48,48,48,48,48,48,48,48,48,48,48,48,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,48,48,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,23636,23636,23636,23636,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,66,66,66,66,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
time, , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:26, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:27, , , , , , , , , , , , , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:28, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:29, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:30, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:31, , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:32, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:33, , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:33
