heart_rate,63,63,63,63,63,63,66,66,69,69,72,71,71,68,68,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,63,63,63,63,63,63,63,63,63,63,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,67,69,69,72,72,74,74,74,74,72,72,72,72,72,72,71,71,69,69,69,69,71,71,75,75,78,78,81,81,83,83,83,83,83,83,83,81,81,77,77,74,74,73,73,74,77,77,80,80,83,83,83,83,82,82,81,81,78,78,80,80,77,77,74,74,71,71,69,69,69,69,69,69,69,71,71,75,75,81,81,82,82,82,82,82,82,82,82,81,81,80,80,77,77,74,74,71,68,68,65,65,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,65,65,65,65,65,65,65,65,65,65,68,68,69,69,72,72,75,75,76,76,76,76,76,76,76,76,76,76,76,76,72,69,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
time, , , , , , , , , , , , ,07/15/2023 20:13:47, , , , , , , , , , , , ,07/15/2023 20:14:08, , , , , , , , , , , , , ,07/15/2023 20:14:29, , , , , , , , ,07/15/2023 20:14:50, , , , , , , , , , , , ,07/15/2023 20:15:11, , , , , , , , , , , , ,07/15/2023 20:15:32, , , , , , , , , , , , , ,07/15/2023 20:15:53, , , , , , , , , , , , ,07/15/2023 20:16:14, , , , , , , , , , , , ,07/15/2023 20:16:35, , , , , , , , , , , , , ,07/15/2023 20:16:56, , , , , , , , , , , , ,07/15/2023 20:17:17, , , , , , , , , , , ,07/15/2023 20:17:38, , , , , , , , , , , , ,07/15/2023 20:17:59, , , , , , , , , , , ,07/15/2023 20:18:20, , , , , , , , , , , ,07/15/2023 20:18:40, , , , , , , , , , , ,07/15/2023 20:19:01, , , , , , , , , , , ,07/15/2023 20:19:22, , , , , , , , , , , ,07/15/2023 20:19:43, , , , , , , , , ,07/15/2023 20:20:04, , , , , , , , , , , ,07/15/2023 20:20:25
breath_rate,20,20,2,2,21,21,21,21,21,21,21,21,21,21,21,21,21,1,2,21,21,21,21,21,21,21,21,21,21,21,21,1,19,19,18,18,18,18,17,17,19,19,20,20,20,20,2,2,1,19,19,18,16,16,15,15,14,14,13,14,14,14,15,15,62,62,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,13,13,13,13,12,12,12,12,13,13,12,12,12,12,12,12,12,12,14,14,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,14,14,13,13,13,13,16,16,14,14,14,14,14,14,14,14,14,14,14,17,17,17,17,16,15,15,14,14,13,13,13,13,12,12,12,12,13,13,15,15,17,17,17,17,17,17,16,16,14,14,14,14,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,13,13,13,13,15,15,15,15,14,13,13,12,12,14,14,16,16,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12
time, , , , , , , , , , , ,07/15/2023 20:13:47, , , , , , , , , , , , ,07/15/2023 20:14:08, , , , , , , , , , , , ,07/15/2023 20:14:29, , , , , , , , , , , , , ,07/15/2023 20:14:50, , , , , , , , , ,07/15/2023 20:15:11, , , , , , , , , ,07/15/2023 20:15:32, , , , , , , , , , , ,07/15/2023 20:15:53, , , , , , , , , , , ,07/15/2023 20:16:14, , , , , , , , , , , ,07/15/2023 20:16:35, , , , , , , , , , , ,07/15/2023 20:16:56, , , , , , , , , , , ,07/15/2023 20:17:17, , , , , , , , , , , , ,07/15/2023 20:17:38, , , , , , , , , , , , ,07/15/2023 20:17:59, , , , , , , , , , , , ,07/15/2023 20:18:20, , , , , , , , , , , , , ,07/15/2023 20:18:40, , , , , , , , , , , , , ,07/15/2023 20:19:01, , , , , , , , , , , , , ,07/15/2023 20:19:22, , , , , , , , , , , , , ,07/15/2023 20:19:43, , , , , , , , , , , , ,07/15/2023 20:20:04, , , , , , , , , , , , , ,07/15/2023 20:20:25
bodysign_val,28,11,6,8,5,4,3,6,2,88,100,31,31,32,32,16,15,7,16,10,6,27,7,23,24,16,25,35,17,22,22,8,5,19,24,10,7,17,9,3,10,9,27,4,8,6,5,7,9,13,9,12,6,14,16,20,13,58,12,99,12,17,10,4,4,5,2,5,8,17,24,14,100,15,99,24,35,21,40,28,20,13,27,5,13,6,1,6,86,100,25,18,15,14,17,12,15,29,8,10,8,14,20,64,7,32,17,12,12,93,43,24,36,13,15,20,38,100,67,29,16,38,40,34,8,9,41,7,40,33,7,39,8,3,20,17,25,23,16,38,6,27,25,12,30,9,2,8,17,26,3,7,23,28,19,19,9,7,8,10,15,18,12,16,17,18,12,11,18,11,23,15,26,68,23,14,21,45,19,16,10,4,17,12,6,18,14,16,28,7,9,80,20,60,69,16,6,2,9,1,7,5,3,4,5,2,3,6,2,9,2,3,11,1,5,2,2,2,8,7,8,8,9,5,34,4,9,2,11,6,16,11,19,12,15,3,4,17,5,18,2,4,2,8,2,2,2,10,1,8,14,4,12,6,11,18,3,2,4,2,5,1,6,3,8,2,4,2,3,4,2,2,5,3,5,1,7,4,1,12,3,11,10,7,2,7,3,5,7,7,2,4,6,5,8,8,12,13,2,8,6,5,3,16,4,5,20,18,45,5,3,3,6,13,2,2,4,3,3,10,6,5,2,3,3,5,3,6,7,8,8,12,6,3,4,3,24,10,7,9,4,6,11,7,12,13,10,12,27,15,23,9,7,7,6,11,47,13,33,60,24,12,13,19,5,8,6,4,15,1,12,10,9,4,7,17,19,10,7,14,9,6,4,5,2,7,11,6,4,3,2,3,3,4,7,8
time, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:13:47, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:14:08, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:14:29, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:14:50, , , , , , , , , , , , , , , , , ,07/15/2023 20:15:11, , , , , , , , , , , , , , , , , , ,07/15/2023 20:15:32, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:15:53, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:16:14, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:16:35, , , , , , , , , , , , , , , , , , ,07/15/2023 20:16:56, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:17:17, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:17:38, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:17:59, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:18:20, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:18:40, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:19:01, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:19:22, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:19:43, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:20:04, , , , , , , , , , , , , , , , , , , ,07/15/2023 20:20:25
distance,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,66,66,66,66,21638,21638,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90,90
time, , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:13:47, , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:14:08, , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:14:29, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:14:50, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:15:11, , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:15:32, , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:15:53, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:16:14, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:16:35, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:16:56, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:17:17, , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:17:38, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:17:59, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:18:20, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:18:40, , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:19:01, , , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:19:22, , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:19:43, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:20:04, , , , , , , , , , , , , , , , , , , , , , , , , ,07/15/2023 20:20:25
