heart_rate,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,69,69,73,73,76,76,79,79,81,81,81,81,81,81,81,81,81,81,77,74,74,71,71,73,73,76,76,81,81,84,84,87,87,90,90
time,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50
breath_rate,15,15,15,15,15,15,15,15,15,15,15,15,14,14,13,13,14,14,13,13,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
time,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50
bodysign_val,19,2,3,1,1,1,1,4,1,1,2,1,2,3,2,5,4,37,7,24,8,10,10,100,48,39,21,26,6,7,20,11,6,100,45,9,10,61,15,4,4,6,5,2,3,5,2,2,3,10,4,6,3,2,1,2,2,5,5,1,1,1,2,2,31,1,30,57,14,100,23,8,8,17,3,6,3,9,2,4,2,3,3,9,11,18,9,14,20,5,13,8,15
time,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50
distance,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,66,66,66,66,66,66,66,66
time,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:49,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50,07/15 21:50
