heart_rate,70,70,70,70,70,71,71,74,74,77,77,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
time,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44
breath_rate,11,11,11,13,13,14,14,15,16,16,17,17,17,17,18,18,18,18,18,18,18,18
time,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44
bodysign_val,11,9,20,27,31,19,12,10,41,26,11,23,7,4,1,10,22,4,2,5,3,7,5,2,3,3,2,1,1,1,5,7,5,5,7,6,1,3,4,1
time,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44
distance,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
time,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:23,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44,07/15/2023 19:58:44
