heart_rate,82,85,85,86,86,86,86,86,86,86,86,86,86,86,86,81,81,75,75,70,70,70,70,67,67,64,64,62,62
time, , , , , , , , , , , , ,07/15 21:34, , , , , , , , , , , , , , , ,07/15 21:34
breath_rate,14,14,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12
time, , , , , , , , , , , ,07/15 21:34, , , , , , , , , , , ,07/15 21:34
bodysign_val,69,23,10,12,6,8,5,12,7,18,21,17,21,11,15,24,27,1,7,2,4,4,4,2,8,9,15,3,8,2,20,8,6,2,3,5,8
time, , , , , , , , , , , , , , , , , ,07/15 21:34, , , , , , , , , , , , , , , , , , ,07/15 21:34
distance,72,72,72,78,78,72,72,66,66,66,66,66,66,66,66,66,66,66,66,72,72,72,72,72,72,72,72,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66,66
time, , , , , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:34, , , , , , , , , , , , , , , , , , , , , , , ,07/15 21:34
